fold,r2,mae,rmse
1,0.8463220386090837,24.490200868076023,31.64707976813412
2,0.8283598708920152,23.42984364827911,31.225511947060077
3,0.7398363326882795,33.80861466676394,41.385598287316554
4,0.8125778376263989,26.760659261430643,34.300999116474706
5,0.8264962544648463,25.05808985729429,32.10950850503409
