fold,r2,mae,rmse
1,0.6859379374825576,33.68051192275082,45.24135310276289
2,0.7044259158305577,32.45386808791462,40.97635535837822
3,0.6306115835712024,37.13698602362709,49.313695727762564
4,0.7327928992439872,32.889927346447855,40.95626040674713
5,0.750643419451968,31.570509957921868,38.49369913167854
