fold,r2,mae,rmse
1,0.6998306847419696,33.69635107093472,44.22939446547857
2,0.804374098320922,26.34700714922793,33.335987874688506
3,0.7128197458907652,32.964649991160634,43.4813683432805
4,0.7652761558090269,30.02657286851419,38.386180650147594
5,0.7608412755878289,28.925640836706883,37.6983502273017
