fold,r2,mae,rmse
1,0.8251054322852932,25.049195384694304,33.76105477119177
2,0.7776671556938245,27.15646455438334,35.53873484371526
3,0.767380718639066,30.98307726811359,39.133507031090616
4,0.8005914970858562,28.08988896480119,35.38083960315756
5,0.7149853691627044,31.463349409326238,41.154071510179016
