fold,r2,mae,rmse
1,0.7005991085596786,33.16193566318997,44.172745271733994
2,0.70398375004931,32.53814391224499,41.00699331372235
3,0.6256004086807561,37.10746098723723,49.64706714044224
4,0.7349090060975797,32.925631095784375,40.79376454839421
5,0.7444614801287499,31.876311286819902,38.967937329579364
