task,target,n_total,n_train,n_test,cv_folds,cv_r2_mean,cv_r2_std,cv_mae_mean,cv_mae_std,cv_rmse_mean,cv_rmse_std,train_cv_r2,train_cv_mae,train_cv_rmse,test_r2,test_mae,test_rmse,generalization_gap_r2
capacity,reversible_capacity_mAh_g,579,463,116,5,0.20140489130326164,0.05259305808975874,48.9657832175299,4.18407726089761,66.30209433781546,8.752922395105212,0.19746528645277295,48.96569912269511,66.77748091457869,0.20619374346224606,46.21961416353219,58.98753041896178,-0.008728457009473112
