fold,r2,mae,rmse
1,0.13151045902113545,50.54431104663402,71.22079218446147
2,0.19199801746945333,53.344092048987505,78.26349896406745
3,0.2792169723132166,42.970010648456714,55.56840923208076
4,0.19799202560873763,46.4938032928175,61.63442751670549
5,0.20630698210376508,51.47669905075378,64.82334379176213
