fold,r2,mae,rmse
1,0.7470155373324483,0.2978815456340447,0.3818577405741367
2,0.733709399147751,0.2398182988582537,0.33450654450306594
3,0.7894435999092057,0.2480027476065952,0.3027875737835789
4,0.7733278064068719,0.23558608533560033,0.3392331267350797
5,0.7643064511447022,0.2744491632034069,0.33430859029581494
