task,n_total,n_train,n_test,cv_folds,cv_r2_mean,cv_r2_std,train_cv_r2,train_cv_mae,train_cv_rmse,test_r2,test_mae,test_rmse,generalization_gap_r2
plateau,565,452,113,5,0.8050930545486927,0.0414195250342986,0.8057756613635774,27.17286608090694,34.79997202824004,0.7940307900701538,26.934454228938492,33.39712311611072,0.011744871293423609
