task,n_total,n_train,n_test,cv_folds,cv_r2_mean,cv_r2_std,train_cv_r2,train_cv_mae,train_cv_rmse,test_r2,test_mae,test_rmse,generalization_gap_r2
ice,565,452,113,5,0.7615605587881958,0.02185587315788585,0.763052792721288,0.2591904988980163,0.33956816737543943,0.8202087264104956,0.2597126715262021,0.3165664804446215,-0.05715593368920757
