feature,mean_abs_shap,rank
carbonization_temperature_C,54.27575558791207,1
ssa_m2_g,7.219628670412348,2
electrolyte_type,5.907260262331391,3
d002_nm,4.0750183665520465,4
id_ig,3.379692261841314,5
current_density_mA_g,0.3814845932938651,6
