feature,importance_mean,importance_std,rank
carbonization_temperature_C,1.0831930654232411,0.12310990303574837,1
ssa_m2_g,0.33219906771478896,0.08718737135024382,2
d002_nm,0.11603118354763721,0.03471669994743262,3
current_density_mA_g,0.03220612353231848,0.02446490462761798,4
id_ig,0.006414004435937252,0.021653211588621393,5
electrolyte_type,-0.016890041553077405,0.020287064641818377,6
