task,n_total,n_train,n_test,cv_folds,cv_r2_mean,cv_r2_std,train_cv_r2,train_cv_mae,train_cv_rmse,test_r2,test_mae,test_rmse,generalization_gap_r2
plateau,565,452,113,10,0.8052440664633151,0.049041718894269774,0.810329761521934,26.824481193567223,34.38956357195284,0.7965453539692331,26.261193576209493,33.19263359395751,0.013784407552700939
