task,n_total,n_train,n_test,cv_folds,cv_r2_mean,cv_r2_std,train_cv_r2,train_cv_mae,train_cv_rmse,test_r2,test_mae,test_rmse,generalization_gap_r2
ice,565,452,113,10,0.7665577244485615,0.05320339041450003,0.7703927773777997,0.25693559079093775,0.33426734066746944,0.8263801965976569,0.2565243784309856,0.31108584722984867,-0.05598741921985728
