task,n_total,n_train,n_test,cv_folds,cv_r2_mean,cv_r2_std,train_cv_r2,train_cv_mae,train_cv_rmse,test_r2,test_mae,test_rmse,generalization_gap_r2
ice,565,452,113,5,0.7626539475474241,0.019289018884846566,0.7638998970652546,0.2580427326534724,0.3389606328407771,0.8263801965976569,0.2565243784309856,0.31108584722984867,-0.062480299532402306
