fold,r2,mae,rmse
1,0.8570796972418111,24.4794566317223,30.519316992266585
2,0.8230799868360251,24.397155569671707,31.702143878725717
3,0.7451899399515887,33.6458268635562,40.957571690240805
4,0.7901311622781417,27.780103562824344,36.29696200899571
5,0.8099844864358972,25.62255577632035,33.60266795834311
