fold,r2,mae,rmse
1,0.8513648434717411,26.029743238915643,31.400216111975652
2,0.8183244518316306,27.88866874281381,35.41956688191908
3,0.8174148024745173,25.80800552577846,34.30562714638868
4,0.8122076742278697,29.27553119155172,35.45799451528214
5,0.8232525434458304,27.512332121020638,33.597823189150574
