fold,r2,mae,rmse
1,0.8861536480300292,23.232342175757648,29.557325710943893
2,0.7797917891416913,26.618249118297502,36.3219158334241
3,0.7671445155530842,29.122724750900826,37.73784672501246
4,0.8301950791735543,25.68676010286772,36.415766235253265
5,0.7234740770212769,31.123024827713696,41.437754598661506
