fold,r2,mae,rmse
1,0.7464586300224896,0.29620797455059344,0.38227781076159445
2,0.7406627764523748,0.23691593264872596,0.3301103406205335
3,0.7884520610081253,0.24752915848792933,0.30349967048759
4,0.7686401632300353,0.24183353895271745,0.3427228938117721
5,0.7690561070240957,0.2675377426063695,0.3309229823203047
