fold,r2,mae,rmse
1,0.7151708034930219,0.3152296030836759,0.4051789981455238
2,0.3722561077051706,0.3176042575572273,0.5135916426854857
3,0.6469667911762499,0.2941731755360191,0.39206818723354864
4,0.6832418465083833,0.29611558197550847,0.40101723007220386
5,0.6222742192570684,0.32367306013520286,0.4232159259522657
