fold,r2,mae,rmse
1,0.690659095218308,0.3180013083314971,0.4222535890116872
2,0.37326600755753736,0.3187453474121983,0.513178349217399
3,0.6499922301246456,0.2917794052943847,0.39038459115407015
4,0.6801458943114593,0.29899943935075773,0.40297220938087047
5,0.6236341189444228,0.3228597577145952,0.4224534016813331
