fold,r2,mae,rmse
1,0.7432936766949978,0.3067659394851371,0.38465639507122695
2,0.36018720064515053,0.31766448049556156,0.5185052548102096
3,0.6363518774923171,0.30377527660815784,0.39791883776610637
4,0.6817472007215479,0.2973431773318534,0.40196223072535603
5,0.6207455429370028,0.32830357013863065,0.42407144991684664
