fold,r2,mae,rmse
1,0.7722143149110823,0.2879644631082301,0.36234134145868896
2,0.6948458949279919,0.2827788841485127,0.3580851480178914
3,0.7385167523631684,0.2818651140514288,0.3374238370611957
4,0.7666133632505062,0.2556159663085854,0.344220811695726
5,0.6954744161958328,0.2990370660383588,0.38000173598698134
