carbonization_temperature_C,d002_nm,id_ig,ssa_m2_g,electrolyte_type,current_density_mA_g,ice,lce,plateau_capacity_mAh_g,carbonization_time_h,heating_rate_C_min,pore_volume_cm3_g,lc_nm,la_nm,record_id,doi,material_name,category,electrolyte_text,reversible_capacity_mAh_g,mapping_method,mapping_found
1000.0,0.353,1.56,2.74,0,30.0,0.69,0.8001193001121129,0.0,2.0,3.0,0.01,1.66,,1242.0,High-yield microstructure-controlled amorphous carbon anode materials through a pre-oxidation strategy for sodium ion batteries,0AC,酯类,"1 M NaPF6 dissolved in ethylene carbonate (EC) and dimethyl carbonate (DMC) (1:1, v/v)",130.1,primary_exact,True
1000.0,0.374,1.98,6.15,0,30.0,0.71,0.8953840470548413,60.28,2.0,3.0,0.027,0.852,,,High-yield microstructure-controlled amorphous carbon anode materials through a pre-oxidation strategy for sodium ion batteries,10AC,酯类,"1 M NaPF6 dissolved in ethylene carbonate (EC) and dimethyl carbonate (DMC) (1:1, v/v)",177.5,primary_exact,True
1000.0,0.37,2.03,10.95,0,30.0,0.63,0.5322168137473082,61.0,2.0,3.0,0.091,0.925,,,High-yield microstructure-controlled amorphous carbon anode materials through a pre-oxidation strategy for sodium ion batteries,30AC,酯类,"1 M NaPF6 dissolved in ethylene carbonate (EC) and dimethyl carbonate (DMC) (1:1, v/v)",203.5,primary_exact,True
800.0,0.36,1.2,1523.0,0,1000.0,0.203,-1.3676486997484274,0.0,,,,,,,,,,,,unmatched,False
1000.0,0.386,1.2,73.0,0,20.0,0.66,0.6632942174102643,66.51,2.0,,,1.57,,1251.0,Ion- and air-tailored micro-honeycomb structures for superior Na-ion storage in coir-derived hard carbon,CCI-1000 ,酯类,"1 M NaClO4 in mixed ethylene carbonate/propylene carbonate (EC/PC, 1 : 1 vol.) solution",262.0,primary_exact,True
800.0,0.3773,2.49,338.0,0,30.0,0.6,0.4054651081081642,61.73,2.0,10.0,0.215,,,,Lath-shaped biomass derived hard carbon as anode materials with super rate capability for sodium-ion batteries,PSDHCs-2,酯类,1 M NaClO4 dissolved in ethylene carbonate  and propylene carbonate  in a volume ratio of 1:1,247.0,primary_exact,True
800.0,0.381,2.51,334.0,0,30.0,0.43,-0.2818511521409879,27.08,2.0,10.0,0.264,,,,Lath-shaped biomass derived hard carbon as anode materials with super rate capability for sodium-ion batteries,PSDHCs-6,酯类,1 M NaClO4 dissolved in ethylene carbonate  and propylene carbonate  in a volume ratio of 1:1,152.0,primary_exact,True
1700.0,0.367,0.781,4.7,1,30.0,0.92,2.442347035369205,214.52,0.33,5.0,,,,,Lignin Based Electrospun Carbon Fiber Anode for Sodium Ion Batteries,HC-1700,醚类,"0.6 M NaPF6 (99%+ pure, Alfa Aesar) in diglyme",280.0,primary_exact,True
1000.0,0.391,2.45,751.6,0,50.0,0.4579999999999999,-0.1683968173254613,63.48,2.0,,0.233,,,1261.0,Lotus Seedpod-Derived Hard Carbon with Hierarchical Porous Structure as Stable Anode for Sodium-Ion Batteries,LS1000,酯类,1 M NaClO4 dissolved in propylene carbonate with 2% fluoroethylene carbonate (v/v),256.0,primary_exact,True
1500.0,0.37,1.64,7.39,0,25.0,0.8621,1.832842488416623,259.7,3.0,5.0,,1.7,3.5,,Low-cost water caltrop shell-derived hard carbons with high initial coulombic efficiency for sodium-ion battery anodes,LJ-1500,酯类,1 M NaClO4 dissolved in ethylene carbonate (EC): diethyl carbonate (DEC) in a volume ratio of 1:1 in an Ar-filled glovebox,334.5,primary_exact,True
1000.0,0.397,1.226,29.098,0,50.0,0.727,0.9794546823485596,134.52,1.0,,0.044,,,1280.0,Microtubular carbon fibers derived from bamboo and wood as sustainable anodes for lithium and sodium ion batteries,BAM-CF,酯类,1 M NaClO4 in ethyl carbonate/dimethyl carbonate (1:1 v/v) with 5% fluoroethylene carbonate additive,320.0,primary_exact,True
1000.0,0.39,1.032,16.545,0,50.0,0.7290000000000001,0.9895549111289575,134.0,1.0,,0.054,,,,Microtubular carbon fibers derived from bamboo and wood as sustainable anodes for lithium and sodium ion batteries,PAU-CF,酯类,1 M NaClO4 in ethyl carbonate/dimethyl carbonate (1:1 v/v) with 5% fluoroethylene carbonate additive,302.0,primary_exact,True
790.0,0.36,0.98,743.0,0,50.0,0.4167,-0.3363350953311839,0.0,2.0,5.0,,,,,Nitrogen-rich hierarchically porous carbon as a high-rate anode material with ultra-stable cyclability and high capacity for capacitive sodium-ion batteries,HC,酯类,1 M NaClO4 in ethylene carbonate (EC) and dimethyl carbonate (DMC) (1: 1 in volume),190.3,primary_exact,True
800.0,0.366,1.13,206.38,0,50.0,0.622,0.4980458971195918,0.0,1.5,5.0,0.163,,,,Novel Method of Fabricating Free-Standing and Nitrogen-Doped 3D Hierarchically Porous Carbon Monoliths as Anodes for High-Performance Sodium-Ion Batteries by Supercritical CO2 Foaming,3DHPCM,酯类,1 M NaPF6 dissolved in ethylene carbonate and diethyl carbonate (1:1 v/v),286.0,primary_exact,True
1500.0,0.365,1.07,100.0,0,50.0,0.644,0.5927679952523233,94.51,2.0,,,1.33,4.99,,Precise carbon structure control by salt template for high performance sodium-ion storage,3DHSC-2,酯类,1 M NaClO4 in ethylene carbonate (EC):diethyl carbonate (DEC) (volume ratio 1:1),208.0,primary_exact,True
1500.0,0.372,1.09,119.0,0,50.0,0.6,0.4054651081081642,69.36,2.0,,,1.22,4.8,,Precise carbon structure control by salt template for high performance sodium-ion storage,3DHSC-4,酯类,1 M NaClO4 in ethylene carbonate (EC):diethyl carbonate (DEC) (volume ratio 1:1),215.5,primary_exact,True
1000.0,0.381,2.97,235.0,1,20.0,0.7265,0.976936861148302,74.28,2.0,5.0,0.37,1.311,1.969,,Rapid Sodium-Ion Storage in Hard Carbon Anode Material Derived from Ganoderma lucidum Residue with Inherent Open Channels,GLC-1000,醚类,1.0 M NaCF3SO3 dissolved in 100 vol % Diglyme,251.0,primary_exact,True
800.0,0.403,2.87,11.67,0,30.0,0.62,0.4895482253187058,82.0,2.0,,0.013,1.28,6.7,1298.0,Regulating Pore Structure of Hierarchical Porous Waste Cork-Derived Hard Carbon Anode for Enhanced Na Storage Performance,CC-Pre-800,酯类,1 m (mol L-1) NaPF6 in ethyl carbonate (EC) and DMC (1:1 in volume),256.0,primary_exact,True
1200.0,0.397,2.47,9.23,0,30.0,0.71,0.8953840470548413,160.0,2.0,,0.014,1.25,7.8,,Regulating Pore Structure of Hierarchical Porous Waste Cork-Derived Hard Carbon Anode for Enhanced Na Storage Performance,CC-1200,酯类,1 m (mol L-1) NaPF6 in ethyl carbonate (EC) and DMC (1:1 in volume),311.0,primary_exact,True
1400.0,0.392,2.22,8.57,0,30.0,0.76,1.1526795099383855,189.0,2.0,,0.011,1.36,8.66,,Regulating Pore Structure of Hierarchical Porous Waste Cork-Derived Hard Carbon Anode for Enhanced Na Storage Performance,CC-1400,酯类,1 m (mol L-1) NaPF6 in ethyl carbonate (EC) and DMC (1:1 in volume),326.0,primary_exact,True
1600.0,0.376,1.89,5.54,0,30.0,0.81,1.4500101755059986,231.0,2.0,,0.015,1.45,10.17,,Regulating Pore Structure of Hierarchical Porous Waste Cork-Derived Hard Carbon Anode for Enhanced Na Storage Performance,CC-1600,酯类,1 m (mol L-1) NaPF6 in ethyl carbonate (EC) and DMC (1:1 in volume),358.0,primary_exact,True
800.0,0.397,3.08,31.0,0,50.0,0.586,0.3474538157516981,91.09,2.5,5.0,,1.761,2.619,1313.0,Sodium storage in hard carbon with curved graphene platelets as the basic structural units,SGHC-800,酯类,1 M NaClO4 in ethylene carbonate/diethyl carbonate (EC/DEC = 1 : 1 by volume),294.9,primary_exact,True
1000.0,0.388,2.7,20.8,0,50.0,0.6809999999999999,0.7583712033646676,165.95,2.5,5.0,,1.813,3.381,,Sodium storage in hard carbon with curved graphene platelets as the basic structural units,SGHC-1000,酯类,1 M NaClO4 in ethylene carbonate/diethyl carbonate (EC/DEC = 1 : 1 by volume),354.8,primary_exact,True
800.0,0.4,1.8,528.0,0,27.0,0.4247999999999999,-0.303099336479108,0.0,3.0,2.0,0.89,1.34,,,Synthesis of novel hard mesoporous carbons and their applications as anodes for Li and Na ion batteries,C90-150,酯类,a mixture of ethylene carbonate and methyl-ethyl carbonate (1:1 in volume) with NaPF6 1M,192.0,primary_exact,True
1400.0,0.375,1.11,134.0,0,30.0,0.7371,1.0309498364594076,66.1,2.0,4.0,,,,,The synergistic effect of carbon coating and CNTs compositing on the hard carbon anode for sodium ion batteries,ME-CC,酯类," 1 M 
NaClO4 in ethylene carbonate (EC) and diethyl carbonate (DEC) (1:1, v:v) ",188.5,primary_exact,True
1400.0,0.378,1.08,146.0,0,30.0,0.7839,1.2885401976818365,81.99,2.0,4.0,,,,,The synergistic effect of carbon coating and CNTs compositing on the hard carbon anode for sodium ion batteries,ME-CNT-CC,酯类," 1 M 
NaClO4 in ethylene carbonate (EC) and diethyl carbonate (DEC) (1:1, v:v) ",203.6,primary_exact,True
1550.0,0.391,1.24,1.44,0,30.0,0.86,1.815289966638249,278.79,2.0,,,,,,Tuning the Closed Pore Structure of Hard Carbons with the Highest Na Storage Capacity,HC-21-1550,酯类," 1 M NaPF6 in ethylene (EC) and dimethyl carbonate 
(DMC) (1:1 in volume)",384.0,primary_exact,True
1550.0,0.389,1.245,0.39,0,30.0,0.82,1.5163474893680882,238.09,2.0,,,,,,Tuning the Closed Pore Structure of Hard Carbons with the Highest Na Storage Capacity,HC-81-1550,酯类," 1 M NaPF6 in ethylene (EC) and dimethyl carbonate 
(DMC) (1:1 in volume)",351.0,primary_exact,True
1550.0,0.386,1.243,0.26,0,30.0,0.8,1.3862943611198908,212.12,2.0,,,,,,Tuning the Closed Pore Structure of Hard Carbons with the Highest Na Storage Capacity,HC-1550,酯类," 1 M NaPF6 in ethylene (EC) and dimethyl carbonate 
(DMC) (1:1 in volume)",304.0,primary_exact,True
1000.0,0.394,1.26,232.0,0,30.0,0.5,0.0,40.36,1.0,5.0,,,,,"Unveiling the role of hydrothermal carbon dots as anodes in sodium-ion 
batteries with ultrahigh initial Coulombic efficiency",CHTC1000 ,酯类,"1 M NaClO4 in ethylene carbonate (EC) and dimethyl carbonate (DMC) (1 : 1, v/v)",178.0,primary_exact,True
1300.0,0.392,1.34,34.0,0,30.0,0.75,1.0986122886681098,164.63,1.0,5.0,,,,,"Unveiling the role of hydrothermal carbon dots as anodes in sodium-ion 
batteries with ultrahigh initial Coulombic efficiency",CHTC1300 ,酯类,"1 M NaClO4 in ethylene carbonate (EC) and dimethyl carbonate (DMC) (1 : 1, v/v)",297.0,primary_exact,True
1500.0,0.371,1.67,12.0,0,30.0,0.89,2.0907410969337694,173.75,1.0,5.0,,,,,"Unveiling the role of hydrothermal carbon dots as anodes in sodium-ion 
batteries with ultrahigh initial Coulombic efficiency",CCD1500,酯类,"1 M NaClO4 in ethylene carbonate (EC) and dimethyl carbonate (DMC) (1 : 1, v/v)",279.0,primary_exact,True
1500.0,0.381,1.62,40.0,0,30.0,0.76,1.1526795099383855,181.63,1.0,5.0,,,,,"Unveiling the role of hydrothermal carbon dots as anodes in sodium-ion 
batteries with ultrahigh initial Coulombic efficiency",CHTC1500 ,酯类,"1 M NaClO4 in ethylene carbonate (EC) and dimethyl carbonate (DMC) (1 : 1, v/v)",298.0,primary_exact,True
1100.0,0.389,1.05,10.8,0,30.0,0.79,1.3249254147435987,93.68,2.0,,0.024,1.04,9.61,1356.0,3D Amorphous Carbon with Controlled Porous and Disordered Structures as a High-Rate Anode Material for Sodium-Ion Batteries,AC,酯类,"1 m NaPF6 in ethylene carbonate (EC) and dimethyl carbonate (DMC) (1:1, v/v) ",263.8,primary_exact,True
1100.0,0.408,1.11,32.8,0,30.0,0.75,1.0986122886681098,81.92,2.0,,0.074,0.896,7.98,,3D Amorphous Carbon with Controlled Porous and Disordered Structures as a High-Rate Anode Material for Sodium-Ion Batteries,3DAC,酯类,"1 m NaPF6 in ethylene carbonate (EC) and dimethyl carbonate (DMC) (1:1, v/v) ",280.1,primary_exact,True
900.0,0.402,2.08,2.7,0,25.0,0.66,0.6632942174102643,90.73,2.0,,,1.18,4.66,1358.0,A porous biomass-derived anode for high-performance sodium-ion batteries,HAS-900,酯类,"1 M NaClO4 dissolved in ethylene carbonate (EC) and diethyl carbonate (DEC) (1:1 in volume),",286.0,fallback_exact_temp_d002_ssa,True
1100.0,0.393,1.82,46.1,0,25.0,0.65,0.6190392084062236,153.17,2.0,,,1.22,5.02,,A porous biomass-derived anode for high-performance sodium-ion batteries,HAS-1100,酯类,"1 M NaClO4 dissolved in ethylene carbonate (EC) and diethyl carbonate (DEC) (1:1 in volume),",306.0,fallback_exact_temp_d002_ssa,True
900.0,0.392,1.89,27.9,0,25.0,0.73,0.994622575144062,99.19,2.0,,,1.17,5.03,,A porous biomass-derived anode for high-performance sodium-ion batteries,HASH-900,酯类,"1 M NaClO4 dissolved in ethylene carbonate (EC) and diethyl carbonate (DEC) (1:1 in volume),",321.0,fallback_exact_temp_d002_ssa,True
1100.0,0.388,1.67,56.7,0,25.0,0.77,1.2083112059245342,177.82,2.0,,,1.2,5.87,,A porous biomass-derived anode for high-performance sodium-ion batteries,HASH-1100,酯类,"1 M NaClO4 dissolved in ethylene carbonate (EC) and diethyl carbonate (DEC) (1:1 in volume),",359.0,fallback_exact_temp_d002_ssa,True
1300.0,0.382,1.45,13.4,0,25.0,0.79,1.3249254147435987,234.68,2.0,,,1.22,6.19,,A porous biomass-derived anode for high-performance sodium-ion batteries,HASH-1300,酯类,"1 M NaClO4 dissolved in ethylene carbonate (EC) and diethyl carbonate (DEC) (1:1 in volume),",400.0,fallback_exact_temp_d002_ssa,True
1500.0,0.372,1.35,12.4,0,25.0,0.8,1.3862943611198908,264.31,2.0,,,1.26,6.51,,A porous biomass-derived anode for high-performance sodium-ion batteries,HASH-1500,酯类,"1 M NaClO4 dissolved in ethylene carbonate (EC) and diethyl carbonate (DEC) (1:1 in volume),",358.0,fallback_exact_temp_d002_ssa,True
1200.0,0.391,1.692,638.9,0,50.0,0.531,0.1241592527956596,67.84,2.0,,,1.238,,1369.0,"A sustainable route from corn stalks to N, P-dual doping carbon sheets toward high performance sodium-ion batteries anode","N, P-CS",酯类,1.0 MNaClO4 dissolved in a mixture of ethylene carbonate (EC) and diethyl carbonate (DEC) with a volume ratio of 1:1,309.0,primary_exact,True
900.0,0.378,1.64,1886.0,0,100.0,0.6027,0.4167278976684452,0.0,2.0,10.0,1.02,,,1380.0,Constructing graphene-like nanosheets on porous carbon framework for promoted rate performance of Li-ion and Na-ion storage,CNSA-6	,酯类,1 mol L-1 NaClO4 in ethylene carbonate (EC) and diethyl carbonate (DEC) (1:1 in volume ratio),653.18,primary_exact,True
900.0,0.373,2.58,224.019,0,30.0,0.6009,0.4092165192851939,91.75,2.0,10.0,0.122,1.068,6.501,,Curly hard carbon derived from pistachio shells as high-performance anode materials for sodium-ion batteries,PSHC-900,酯类,1 M NaClO4 dissolved in ethylene carbonate (EC) and propylene carbonate (PC) in a volume ratio of 1:1,271.0,fallback_exact_temp_d002_ssa,True
1000.0,0.363,2.48,137.074,0,30.0,0.6215999999999999,0.4963449618757142,108.25,2.0,10.0,0.064,1.072,6.765,,Curly hard carbon derived from pistachio shells as high-performance anode materials for sodium-ion batteries,PSHC-1000,酯类,1 M NaClO4 dissolved in ethylene carbonate (EC) and propylene carbonate (PC) in a volume ratio of 1:1,317.0,fallback_exact_temp_d002_ssa,True
1100.0,0.36,2.46,194.49,0,30.0,0.6455,0.5993168643145148,118.56,2.0,10.0,0.1,1.134,6.806,,Curly hard carbon derived from pistachio shells as high-performance anode materials for sodium-ion batteries,PSHC-1100,酯类,1 M NaClO4 dissolved in ethylene carbonate (EC) and propylene carbonate (PC) in a volume ratio of 1:1,284.0,fallback_exact_temp_d002_ssa,True
1400.0,0.392,1.83,6.5,0,30.0,0.82,1.5163474893680882,219.38,1.0,2.0,,,,,Design advanced carbon materials from lignin-based interpenetrating polymer networks for high performance sodium-ion batteries,HCM55-1400,酯类,0.8 M NaPF6 in dimethyl carbonate (DMC)/ethylene carbonate (EC) (1/1 in volume) ,318.6,primary_exact,True
1000.0,0.44,1.02,1.86,0,20.0,0.6729999999999999,0.7217851587474742,135.0,1.0,10.0,,1.13,3.86,1400.0,Expanded biomass-derived hard carbon with ultra-stable performance in sodium-ion batteries,CP,酯类, 1 M NaClO4 in a solvent mixture of propylene carbonate (PC) with 5 wt% fluoroethylene carbonate (FEC) ,310.2,primary_exact,True
1100.0,0.4012,1.15,78.97,0,50.0,0.6920000000000001,0.8094861726440953,161.56,2.0,,0.03,,,,Expanding Interlayer Spacing of Hard Carbon by Natural K+ Doping to Boost Na-Ion Storage,HC-1100,酯类,1 M NaClO4 in 1 L of propylene carbonate (PC) with (5 vol %) fluoroethylene carbonate,313.822,primary_exact,True
1100.0,0.3941,1.18,103.83,0,50.0,0.652,0.6278420821521787,109.4,2.0,,0.04,,,,Expanding Interlayer Spacing of Hard Carbon by Natural K+ Doping to Boost Na-Ion Storage,HC-1100H,酯类,1 M NaClO4 in 1 L of propylene carbonate (PC) with (5 vol %) fluoroethylene carbonate,246.52,primary_exact,True
1300.0,0.375,1.35,1.8,0,20.0,0.7829999999999999,1.283235342450343,181.8,,1.0,,1.13,2.82,1406.0,Exploring Sodium-Ion Storage Mechanism in Hard Carbons with Different Microstructure Prepared by Ball-Milling Method,HC,酯类,ethylene carbonate (EC) and diethyl carbonate (DEC) (1:1 vol) with 1 m NaClO4,306.4,primary_exact,True
900.0,0.403,1.852,325.27,0,25.0,0.492,-0.0320027310861737,39.53,3.0,,0.18,1.1,3.61,1410.0,Facile hydrothermal treatment route of reed straw-derived hard carbon for high performance sodium ion battery,RS-900,酯类,1 M NaClO4 dissolved in ethylene carbonate (EC) and diethyl carbonate (DEC) (1:1 in volume),177.7,primary_exact,True
1100.0,0.398,1.64,82.01,0,25.0,0.731,0.9997020801479394,125.78,3.0,,0.05,1.46,3.83,,Facile hydrothermal treatment route of reed straw-derived hard carbon for high performance sodium ion battery,RS-1100,酯类,1 M NaClO4 dissolved in ethylene carbonate (EC) and diethyl carbonate (DEC) (1:1 in volume),338.8,primary_exact,True
1300.0,0.391,1.52,36.2,0,25.0,0.77,1.2083112059245342,206.18,3.0,,0.04,1.6,4.52,,Facile hydrothermal treatment route of reed straw-derived hard carbon for high performance sodium ion battery,RS-1300,酯类,1 M NaClO4 dissolved in ethylene carbonate (EC) and diethyl carbonate (DEC) (1:1 in volume),372.0,primary_exact,True
1500.0,0.375,1.39,23.87,0,25.0,0.794,1.3492072924575549,194.82,3.0,,0.02,1.88,6.18,,Facile hydrothermal treatment route of reed straw-derived hard carbon for high performance sodium ion battery,RS-1500,酯类,1 M NaClO4 dissolved in ethylene carbonate (EC) and diethyl carbonate (DEC) (1:1 in volume),343.1,primary_exact,True
1000.0,0.386,2.15,15.6,0,25.0,0.7829999999999999,1.283235342450343,133.0,1.0,5.0,,9.31,7.48,,Hard carbons issued from date palm as efficient anode materials for sodium-ion batteries,HC-1000,酯类,1 mol L-1 of NaPF6 in ethylene carbonate (EC): diethylene carbonate (DEC) ,242.0,primary_exact,True
1200.0,0.384,2.02,35.1,0,25.0,0.845,1.695911510437927,171.0,1.0,5.0,,10.02,8.29,,Hard carbons issued from date palm as efficient anode materials for sodium-ion batteries,HC-1200,酯类,1 mol L-1 of NaPF6 in ethylene carbonate (EC): diethylene carbonate (DEC) ,260.0,primary_exact,True
1300.0,0.376,1.73,26.7,0,25.0,0.8759999999999999,1.9550845253313536,196.0,1.0,5.0,,10.29,8.42,,Hard carbons issued from date palm as efficient anode materials for sodium-ion batteries,HC-1300,酯类,1 mol L-1 of NaPF6 in ethylene carbonate (EC): diethylene carbonate (DEC) ,277.0,primary_exact,True
1400.0,0.371,1.69,34.7,0,25.0,0.884,2.0308668715312788,205.0,1.0,5.0,,10.89,8.54,,Hard carbons issued from date palm as efficient anode materials for sodium-ion batteries,HC-1400,酯类,1 mol L-1 of NaPF6 in ethylene carbonate (EC): diethylene carbonate (DEC) ,274.0,primary_exact,True
1000.0,0.385,1.89,103.0,0,25.0,0.7070000000000001,0.8808580568795059,134.0,1.0,5.0,,8.67,8.25,,Hard carbons issued from date palm as efficient anode materials for sodium-ion batteries,HC-1000,酯类,1 mol L-1 of NaPF6 in ethylene carbonate (EC): diethylene carbonate (DEC) ,223.0,primary_exact,True
1200.0,0.383,1.79,66.5,0,25.0,0.807,1.4306334793650637,188.0,1.0,5.0,,9.69,8.38,,Hard carbons issued from date palm as efficient anode materials for sodium-ion batteries,HC-1200,酯类,1 mol L-1 of NaPF6 in ethylene carbonate (EC): diethylene carbonate (DEC) ,264.0,primary_exact,True
1300.0,0.379,1.71,38.6,0,25.0,0.865,1.8574547284934495,217.0,1.0,5.0,,10.35,8.73,,Hard carbons issued from date palm as efficient anode materials for sodium-ion batteries,HC-1300,酯类,1 mol L-1 of NaPF6 in ethylene carbonate (EC): diethylene carbonate (DEC) ,295.0,primary_exact,True
1400.0,0.376,1.58,33.3,0,25.0,0.883,2.021151265806204,226.0,1.0,5.0,,10.72,9.24,,Hard carbons issued from date palm as efficient anode materials for sodium-ion batteries,HC-1400,酯类,1 mol L-1 of NaPF6 in ethylene carbonate (EC): diethylene carbonate (DEC) ,300.0,primary_exact,True
700.0,0.376,0.92,1006.0,0,100.0,0.314,-0.7814846418176318,0.0,1.0,5.0,0.39,,,1436.0,Hierarchical porous nitrogen-doped carbon material for high performance sodium ion batteries,HPCMs,酯类," 1 M NaClO4 in a mixture of dimethyl carbonate (DMC) and ethylene carbonate (EC) (1:1, v/v) ",261.0,primary_exact,True
900.0,0.41,1.07,171.54,0,100.0,0.598,0.3971386653316105,53.73,1.0,5.0,,1.51,,1454.0,Honeycomb-like Hard Carbon Derived from Pine Pollen as High-Performance Anode Material for Sodium-Ion Batteries,CPP,酯类, 1 M NaClO4 in a mixture solvent of ethylene carbonate/propylene carbonate (1:1),221.5,primary_exact,True
1300.0,0.413,3.226,34.0,0,20.0,0.861,1.823620571297039,196.01,2.0,5.0,0.018,1.3,2.15,1458.0,Low-Defect and Low-Porosity Hard Carbon with High Coulombic Efficiency and High Capacity for Practical Sodium Ion Battery Anode,HC-5,酯类,1 m NaClO4 in EC/DEC (1:1 by volume),361.0,primary_exact,True
1300.0,0.401,2.5,20.0,0,20.0,0.852,1.750374253065201,215.96,2.0,2.0,0.014,1.35,2.26,,Low-Defect and Low-Porosity Hard Carbon with High Coulombic Efficiency and High Capacity for Practical Sodium Ion Battery Anode,HC-2,酯类,1 m NaClO4 in EC/DEC (1:1 by volume),350.0,primary_exact,True
1300.0,0.398,2.38,13.0,0,20.0,0.813,1.4696224926932235,210.2,2.0,1.0,0.006,1.42,2.4,,Low-Defect and Low-Porosity Hard Carbon with High Coulombic Efficiency and High Capacity for Practical Sodium Ion Battery Anode,HC-1,酯类,1 m NaClO4 in EC/DEC (1:1 by volume),344.0,primary_exact,True
1300.0,0.391,1.923,1.74,0,20.0,0.789,1.318908187369808,225.72,2.0,0.5,,1.46,2.53,,Low-Defect and Low-Porosity Hard Carbon with High Coulombic Efficiency and High Capacity for Practical Sodium Ion Battery Anode,HC-0.5,酯类,1 m NaClO4 in EC/DEC (1:1 by volume),338.0,primary_exact,True
1000.0,0.383,1.12,50.628,0,50.0,0.557,0.2289954698821485,93.74,5.0,,0.02,,,,Phosphorus-Doped Hard Carbon Nanofibers Prepared by Electrospinning as an Anode in Sodium-Ion Batteries	,CFs-P15,酯类,1 M NaClO4 solution in propylene carbonate with 2 vol % fluoroethylene carbonate solvent,288.0,primary_exact,True
1000.0,0.382,1.09,546.0,0,100.0,0.66,0.6632942174102643,0.0,2.0,5.0,,,,1471.0,Pitch-derived N-doped porous carbon nanosheets with expanded interlayer distance as high-performance sodium-ion battery anodes,PCNS1000,酯类, 1 M NaClO4 in a 1:1 (v/v) mixture of ethylene carbonate and dimethyl carbonate ,296.0,primary_exact,True
750.0,0.345,0.91,21.8,0,20.0,0.547,0.1885566769389473,0.0,4.0,2.0,,1.34,1.46,1481.0,Self-Polymerized Disordered Carbon Enabling High Sodium Storage Performance through Expanded Interlayer Spacing by Bound Sulfur Atoms,P750,酯类,1 M NaPF6 in a mix solvent of ethylene carbonate (EC) and diethyl carbonate (DEC)(v/v=1 : 1) with the addition of 5 wt% fluoroethylene carbonate (FEC) ,152.0,primary_exact,True
600.0,0.361,0.93,44.1,0,20.0,0.497,-0.0120001440031101,0.0,4.0,2.0,,1.24,1.3,,Self-Polymerized Disordered Carbon Enabling High Sodium Storage Performance through Expanded Interlayer Spacing by Bound Sulfur Atoms,PS600,酯类,1 M NaPF6 in a mix solvent of ethylene carbonate (EC) and diethyl carbonate (DEC)(v/v=1 : 1) with the addition of 5 wt% fluoroethylene carbonate (FEC) ,291.0,primary_exact,True
750.0,0.366,1.05,75.2,0,20.0,0.491,-0.0360038887560021,0.0,4.0,2.0,,1.38,1.41,,Self-Polymerized Disordered Carbon Enabling High Sodium Storage Performance through Expanded Interlayer Spacing by Bound Sulfur Atoms,PS750,酯类,1 M NaPF6 in a mix solvent of ethylene carbonate (EC) and diethyl carbonate (DEC)(v/v=1 : 1) with the addition of 5 wt% fluoroethylene carbonate (FEC) ,378.0,primary_exact,True
600.0,0.4,1.04,430.0,0,20.0,0.5,0.0,0.0,3.0,10.0,0.198,,,1485.0,Sodium-Ion Battery Anodes Comprising Carbon Sheets: Stable Cycling in Half- and Full-Pouch Cell Configuration, carbon sheets,酯类,0.5 m NaPF6 solution in a mixture of cyclic and aliphatic carbonates,153.0,primary_exact,True
800.0,0.43,0.93,586.65,0,50.0,0.44,-0.2411620568168881,0.0,3.0,5.0,,,,,Surface-Dominated Sodium Storage Towards High Capacity and Ultrastable Anode Material for Sodium-Ion Batteries,FGS-800,酯类,1 m NaClO4 dissolved in ethylene carbonate and propylene carbonate (1:1 w/w) with the additive of 2 wt% fluoroethylene carbonate,,primary_exact,True
700.0,0.382,1.65,313.0,1,50.0,0.5966,0.3913182465605368,0.0,2.0,,,,,1493.0,The Non-Ignorable Impact of Surface Oxygen Groups on the Electrochemical Performance of N/O Dual-Doped Carbon Anodes for Sodium Ion Batteries,PCNSs-700,醚类,NaSO3CF3 (1M) in diglyme,318.0,primary_exact,True
700.0,0.37,1.4,320.0,1,50.0,0.5692,0.2785879209334639,0.0,2.0,,,,,,The Non-Ignorable Impact of Surface Oxygen Groups on the Electrochemical Performance of N/O Dual-Doped Carbon Anodes for Sodium Ion Batteries,HPCNSs-700-2,醚类,NaSO3CF3 (1M) in diglyme,222.0,primary_exact,True
700.0,0.37,1.37,379.0,1,50.0,0.512,0.0480092191863606,0.0,2.0,,,,,,The Non-Ignorable Impact of Surface Oxygen Groups on the Electrochemical Performance of N/O Dual-Doped Carbon Anodes for Sodium Ion Batteries,HPCNSs-700-6,醚类,NaSO3CF3 (1M) in diglyme,192.0,primary_exact,True
1100.0,0.395,0.356,234.5,0,20.0,0.575,0.3022808718729335,93.03,2.0,2.0,0.118,0.8,,1496.0,A green route to synthesize low-cost and high-performance hard carbon as promising sodium-ion battery anodes from sorghum stalk waste,SSHC1100,酯类,"1 M NaClO4 in ethylene carbonate/diethyl carbonate (1:1, by volume) containing 2 vol% fluoroethylene carbonate",241.5,primary_exact,True
800.0,0.38458,2.94,9.974,0,50.0,0.531,0.1241592527956596,24.53,5.0,5.0,,1.09,8.4,1507.0,Controlling pseudographtic domain dimension of dandelion derived biomass carbon for excellent sodium-ion storage,PGY-800,酯类,1 M NaClO4 in 1:1 by volume ethylene carbonate (EC) and diethyl carbonate (DEC),146.75,primary_exact,True
