fold,r2,mae,rmse
1,0.727638009827851,0.34497951542319544,0.44110079423704174
2,0.796129885372022,0.22223885331899598,0.2992579212709909
3,0.8407980232859782,0.25372833552718993,0.30805276470005966
4,0.7147031367221574,0.3164488733696625,0.4315127166021381
5,0.8452243723631769,0.22974358854459992,0.28768736548126916
