fold,r2,mae,rmse
1,0.863691464433769,0.2075022548992903,0.24333288358501967
2,0.29298764534901356,0.26985570754116467,0.3402018848627632
3,0.19491729254621604,0.33642202758933104,0.4628176250877696
4,0.5776697433980762,0.332433184216815,0.4939390199938833
5,0.4140294260803786,0.32447273573924706,0.42164207142054233
